Europawahl 2024;
Vorläufiges Ergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wählende;;Ungültige Stimmen;;Gültige Stimmen;;Christlich Demokratische Union Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;Sozialdemokratische Partei Deutschlands;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;DIE LINKE;;Freie Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;FREIE WÄHLER;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Ökologisch-Demokratische Partei, Die Naturschutzpartei;;Familien-Partei Deutschlands;;Volt Deutschland;;Piratenpartei Deutschland;;MERA25 - Gemeinsam für Europäische Unabhängigkeit;;Die Heimat;;Aktion Partei für Tierschutz;;Partei für schulmedizinische Verjüngungsforschung;;Bündnis für Innovation & Gerechtigkeit;;Bündnis C - Christen für Deutschland;;Partei der Humanisten;;Menschliche Welt, für das Wohl und Glücklichsein aller;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Bürger für Gerechtigkeit;;Basisdemokratische Partei Deutschland;;BÜNDNIS DEUTSCHLAND;;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;;Demokratische Allianz für Vielfalt und Aufbruch;;Klimaliste Deutschland;;Parlament aufmischen – Stimme der Letzten Generation;;Partei der Vernunft;;Partei des Fortschritts;;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;;Übrige;;
09363;Weiden i.d.OPf., kreisfreie Stadt;09;31965;32545;18029;17022;60;61;17969;16961;;;1330;2518;1988;2214;3033;1818;7555;6899;298;505;627;579;225;289;770;709;164;182;309;393;61;67;312;53;69;107;13;52;25;19;55;46;9;27;8;19;17;9;31;28;31;13;3;4;7;4;3;;13;;47;;62;;722;;42;;8;;30;;14;;60;;28;;;407;
09371;Amberg-Sulzbach;09;81847;81933;54616;49404;195;168;54421;49236;;;3355;5825;5105;5871;8185;4705;23880;21848;517;955;1368;1135;622;803;5444;3712;459;521;1049;1578;197;185;613;153;202;281;38;70;40;92;171;100;23;64;13;9;70;53;83;35;66;35;10;10;9;7;6;1;38;;285;;176;;1918;;21;;20;;98;;49;;224;;67;;;1188;
09372;Cham;09;103651;102050;62209;54266;183;125;62026;54141;;;2782;4491;3026;2802;11508;6546;28015;28712;431;767;1115;891;503;595;8854;4918;357;487;827;1548;153;193;452;117;150;186;43;76;46;80;142;84;20;64;12;2;50;44;96;50;46;37;8;12;5;4;3;2;45;;126;;279;;2580;;15;;5;;60;;29;;178;;65;;;1433;
09373;Neumarkt i.d.OPf.;09;104325;101502;70504;63990;167;144;70337;63846;;;4977;8850;4379;3929;9941;5406;33688;32256;689;1272;1992;1457;849;1043;6263;4343;563;635;1378;1947;273;249;975;192;242;324;63;111;74;112;198;95;26;86;9;34;80;65;102;69;77;32;17;16;7;4;10;2;53;;265;;205;;2341;;73;;21;;117;;40;;254;;96;;;1317;
09374;Neustadt a.d.Waldnaab;09;76316;75822;50410;44479;176;147;50234;44332;;;2538;4386;4670;5193;8179;4367;23918;21420;403;774;1189;986;395;483;4338;3323;377;429;616;1015;194;177;549;110;134;183;28;62;35;93;142;81;17;61;13;6;45;41;52;44;48;32;8;6;7;4;7;2;43;;127;;175;;1637;;22;;11;;60;;23;;158;;76;;;1054;
09375;Regensburg;09;151390;147691;105333;92345;332;264;105001;92081;;;8904;12911;7330;6510;15877;8832;45038;43058;995;1661;2969;2114;1183;1373;10950;7844;846;920;2006;2871;336;315;1914;330;318;470;82;236;78;122;269;150;27;114;23;38;113;79;214;114;95;54;9;17;12;7;6;3;56;;329;;277;;3842;;98;;41;;177;;68;;370;;149;;;1938;
09376;Schwandorf;09;116628;114507;72435;63717;280;184;72155;63533;;;3573;6093;5640;6302;12894;7421;31712;30278;583;1236;1585;1301;717;816;7785;4462;572;681;1291;1866;280;276;789;165;162;275;52;73;66;150;188;126;18;79;20;38;74;63;94;55;57;43;6;10;8;9;1;;50;;192;;225;;2954;;72;;14;;89;;42;;260;;90;;;1715;
09377;Tirschenreuth;09;58347;58961;39084;34674;141;109;38943;34565;;;1775;3206;3138;3368;5994;2914;18888;18086;301;548;843;667;410;507;3993;2839;281;349;436;639;194;117;305;71;124;126;24;33;32;75;126;76;14;46;10;9;34;49;53;30;40;21;7;2;6;4;1;2;31;;134;;132;;1327;;21;;11;;46;;25;;135;;52;;;781;
09461;Bamberg, kreisfreie Stadt;09;54474;55702;36660;33617;93;93;36567;33524;;;7047;9537;3624;3234;3631;2621;11190;10162;1039;1371;1673;1191;820;1245;1098;1028;410;337;680;998;104;96;2226;436;231;221;131;183;14;44;96;44;24;39;16;14;43;40;144;75;39;20;8;9;23;24;4;2;14;;154;;135;;1329;;54;;45;;210;;29;;204;;78;;;553;
09462;Bayreuth, kreisfreie Stadt;09;55251;57162;33857;32379;85;74;33772;32305;;;4835;7628;3926;3837;3634;2426;11735;10646;656;933;1746;1715;724;1029;1244;964;376;402;551;891;95;94;1531;467;173;184;79;160;12;32;111;65;22;52;15;23;73;80;153;130;35;14;12;12;6;7;3;;18;;102;;129;;1307;;51;;37;;104;;19;;192;;66;;;514;
09463;Coburg, kreisfreie Stadt;09;31294;31595;19564;17848;77;57;19487;17791;;;2400;4065;2655;2509;2330;1352;6816;5934;410;582;929;682;430;628;544;457;202;208;450;543;85;69;592;109;86;87;37;50;13;45;70;30;10;25;1;16;30;25;64;30;27;16;2;3;8;13;1;1;22;;68;;82;;841;;39;;16;;61;;17;;108;;41;;;312;
09464;Hof, kreisfreie Stadt;09;32170;33055;17763;16489;103;54;17660;16435;;;1278;2384;2014;2348;2724;1926;7341;6226;306;485;549;592;288;454;641;635;240;202;195;259;61;58;302;64;118;152;35;34;19;26;63;44;9;22;13;41;88;111;54;26;28;14;8;5;5;3;2;;11;;47;;58;;819;;171;;6;;26;;9;;101;;31;;;324;
09471;Bamberg;09;118280;116313;81878;70364;192;177;81686;70187;;;5691;9497;5482;5635;14026;7933;36735;31770;801;1290;2593;2292;1019;1265;5845;4438;740;809;1026;1574;401;390;1591;294;374;407;102;111;58;211;236;141;44;138;20;13;91;79;168;78;125;53;10;14;29;29;7;5;62;;297;;352;;3055;;46;;25;;103;;42;;373;;117;;;1721;
09472;Bayreuth;09;86968;84304;57324;50453;210;135;57114;50318;;;3689;6845;5272;5612;7963;4269;26650;22991;497;910;1668;1284;718;799;4930;3810;528;589;637;982;257;269;883;175;146;195;50;80;44;83;181;110;27;75;14;15;62;73;95;62;66;39;8;11;2;8;3;1;47;;190;;202;;1794;;33;;18;;69;;30;;269;;72;;;1031;
09473;Coburg;09;69523;69832;45953;40006;184;112;45769;39894;;;3003;5626;5515;5802;7227;3555;19194;16526;493;836;1304;1091;638;862;2842;2431;499;490;699;1009;249;166;644;146;164;169;34;57;41;78;177;97;20;46;19;61;67;43;116;51;62;34;10;8;16;24;4;;38;;167;;151;;1886;;89;;19;;57;;30;;246;;49;;;686;
09474;Forchheim;09;91852;90648;64609;57875;275;143;64334;57732;;;6707;9967;5390;5207;8433;4968;27391;24369;680;1252;2460;1818;895;1067;5149;4426;622;644;799;1359;256;257;1367;316;239;306;79;121;68;98;201;120;25;74;18;19;105;132;166;104;58;37;9;12;8;11;8;12;38;;234;;255;;2051;;59;;30;;99;;56;;288;;91;;;1036;
09475;Hof;09;75350;76879;48076;43751;175;124;47901;43627;;;2418;4741;5417;6540;7482;4528;21801;18790;482;860;1196;1144;663;842;3187;2976;503;583;487;605;221;181;573;113;143;201;39;55;51;87;177;99;24;74;15;28;221;246;76;45;62;35;8;11;5;8;6;2;35;;140;;191;;1798;;109;;16;;63;;23;;207;;62;;;833;
09476;Kronach;09;53633;54955;34234;31142;138;114;34096;31028;;;1488;3113;3785;4644;5643;2896;16123;14769;362;603;773;680;413;423;2151;1774;308;489;333;413;141;126;291;81;97;122;20;45;40;91;126;72;12;32;9;17;77;49;51;14;34;23;4;7;6;11;2;2;28;;66;;133;;1333;;32;;3;;38;;29;;109;;36;;;532;
09477;Kulmbach;09;58246;58900;38092;33827;137;105;37955;33722;;;2641;4787;4116;4463;5681;3218;16166;14217;451;675;1116;894;569;627;3054;2309;375;426;484;732;144;119;601;88;118;131;31;70;29;77;137;67;16;51;10;15;88;76;67;27;41;23;3;2;6;3;3;;22;;95;;150;;1392;;20;;17;;65;;21;;172;;54;;;625;
09478;Lichtenfels;09;52587;53699;34318;30999;166;108;34152;30891;;;1920;3859;2797;3090;5493;3062;15529;14664;326;573;830;745;506;639;2882;1835;314;414;538;673;183;152;497;92;129;127;23;38;31;89;111;62;12;45;7;21;49;49;65;32;49;27;0;3;9;4;4;;29;;98;;277;;1171;;36;;9;;27;;19;;146;;36;;;596;
09479;Wunsiedel i.Fichtelgebirge;09;56287;58033;34598;31669;150;140;34448;31529;;;1767;3531;4038;4869;5907;3428;14964;13167;369;690;820;789;514;589;2145;1874;405;558;380;420;150;162;375;105;80;126;29;55;34;84;153;113;10;57;6;29;55;44;67;46;42;30;3;7;9;7;4;2;21;;66;;106;;1603;;80;;4;;37;;18;;149;;38;;;747;
09561;Ansbach, kreisfreie Stadt;09;30170;30644;18159;16542;64;68;18095;16474;;;2133;3383;2084;1891;2852;1683;6218;5590;284;608;546;504;285;348;740;685;258;239;524;695;75;76;446;72;114;128;23;43;13;37;53;47;10;21;11;21;32;34;39;31;23;8;7;9;6;3;1;1;13;;43;;64;;975;;35;;16;;33;;9;;99;;31;;;317;
09562;Erlangen, kreisfreie Stadt;09;78237;77514;57544;51535;276;113;57268;51422;;;12235;14870;7189;6222;4422;3041;16403;14136;1443;2151;2695;2151;1285;1953;1562;1352;640;425;1557;2116;138;157;2841;667;439;586;220;286;22;54;153;58;23;53;47;56;97;86;357;204;64;29;19;6;18;27;8;1;26;;197;;200;;2005;;205;;101;;205;;38;;291;;123;;;735;
09563;Fürth, kreisfreie Stadt;09;88186;86896;52702;49124;238;172;52464;48952;;;8372;12144;7389;6914;6255;4348;15669;13687;1381;2406;2035;1694;1169;1655;1316;1280;816;684;778;1112;171;210;1981;422;387;387;170;217;23;71;193;105;26;63;47;64;158;199;237;144;68;42;38;34;29;38;9;4;30;;216;;182;;2381;;242;;53;;203;;44;;292;;104;;;1028;
09564;Nürnberg, kreisfreie Stadt;09;339439;342881;203343;201242;731;590;202612;200652;;;33476;48464;25858;25941;22206;17661;64062;60582;6123;9649;7835;6862;4470;6874;4557;4904;2744;2598;3277;5348;547;682;7586;1887;1782;1986;976;872;118;382;715;351;119;288;168;377;279;385;798;482;261;174;138;132;88;99;38;17;115;;641;;696;;8999;;1134;;176;;940;;137;;1141;;412;;;3655;
09565;Schwabach, kreisfreie Stadt;09;30244;30044;19311;17944;53;75;19258;17869;;;2456;4037;2532;2200;2359;1508;7198;6428;307;520;655;583;280;343;730;678;256;245;299;454;86;101;472;78;107;130;33;47;11;30;74;32;8;26;7;24;43;39;53;27;25;17;6;6;3;5;2;;12;;135;;72;;793;;53;;5;;37;;12;;119;;18;;;311;
09571;Ansbach;09;141910;140434;95442;83057;322;228;95120;82829;;;8283;13660;7877;7498;13953;6957;40780;35857;1025;2078;2507;2248;1171;1326;7495;5538;986;962;1848;2410;472;506;1248;272;489;660;88;130;83;287;263;142;46;131;23;22;318;284;210;85;130;63;19;20;17;14;11;8;89;;344;;343;;4082;;83;;27;;164;;59;;474;;113;;;1671;
09572;Erlangen-Höchstadt;09;107437;103993;76648;69148;292;183;76356;68965;;;10722;15265;8219;7638;8315;5296;30593;25955;960;1660;3137;2391;1238;1431;4033;3925;761;713;1158;1671;272;284;1911;402;404;461;96;174;55;117;225;113;29;70;27;40;142;85;201;123;73;31;15;5;14;6;2;1;45;;249;;313;;2318;;80;;52;;147;;53;;391;;106;;;1108;
09573;Fürth;09;91819;91862;61919;59550;175;154;61744;59396;;;7170;12093;7514;7306;7913;5563;24902;22181;795;1557;2094;1780;940;1173;2625;2989;729;811;898;1179;241;266;1345;285;344;378;73;118;42;112;223;124;23;102;30;17;115;134;163;108;56;46;8;16;9;9;1;5;33;;238;;197;;2363;;122;;26;;95;;42;;279;;96;;;1044;
09574;Nürnberger Land;09;132504;130181;92283;84954;361;220;91922;84734;;;11770;16989;10524;9755;10674;7088;35874;32412;1303;2238;3191;2284;1357;1666;5675;5143;1085;1058;1416;2103;340;351;1763;404;589;690;140;215;80;136;321;191;60;104;41;110;185;167;201;117;109;50;16;26;15;11;5;4;48;;325;;316;;3260;;267;;46;;233;;71;;466;;156;;;1422;
09575;Neustadt a.d.Aisch-Bad Windsheim;09;78273;77458;55443;47420;358;165;55085;47255;;;4671;7645;4491;4516;7429;3787;24383;20168;587;1178;1521;1324;741;802;5153;3580;570;566;829;1407;248;232;830;206;229;308;52;93;40;163;157;84;27;69;11;17;87;89;123;61;61;38;8;10;11;12;5;;47;;268;;163;;1874;;44;;18;;83;;39;;210;;75;;;900;
09576;Roth;09;100651;98021;68592;61851;206;173;68386;61678;;;6685;11047;7137;6261;8920;5260;29256;25935;744;1404;2088;1664;1019;1149;4630;3854;838;785;895;1485;297;262;1030;272;296;388;64;102;39;96;239;127;35;109;35;29;111;98;132;85;66;42;20;5;14;19;6;4;52;;295;;245;;2525;;93;;32;;110;;42;;307;;89;;;1196;
09577;Weißenburg-Gunzenhausen;09;73328;72142;47754;42249;160;140;47594;42109;;;4061;6863;4546;4226;6273;3206;20596;19042;527;928;1226;960;609;630;3582;2513;530;455;1026;1356;207;181;678;147;244;345;61;61;38;85;154;66;12;53;13;15;129;108;90;35;64;41;12;9;4;8;2;1;30;;182;;134;;2039;;74;;23;;88;;50;;226;;64;;;775;
09661;Aschaffenburg, kreisfreie Stadt;09;51031;50032;31075;28272;192;146;30883;28126;;;4387;6548;3476;3196;3993;2517;10362;9236;618;1029;1580;1255;659;817;818;693;429;341;689;1059;118;123;1032;191;163;171;88;102;24;57;121;45;20;45;30;27;24;15;82;58;45;28;10;13;18;25;4;;17;;92;;119;;1296;;92;;14;;183;;21;;191;;68;;;535;
09662;Schweinfurt, kreisfreie Stadt;09;37011;37301;19271;18077;80;83;19191;17994;;;1838;3022;2410;2512;3304;2078;6684;6393;414;861;666;606;289;484;572;583;185;201;241;348;81;65;405;86;102;117;42;45;9;21;70;43;9;19;26;52;21;31;44;29;35;15;9;3;22;20;3;3;19;;68;;58;;1180;;197;;9;;31;;7;;91;;50;;;357;
09663;Würzburg, kreisfreie Stadt;09;96011;98961;64629;62514;359;150;64270;62364;;;13541;19475;6692;6512;5203;3692;18621;18068;1924;2431;3380;2834;1453;2373;1673;1390;794;712;1194;1520;156;152;4431;709;362;518;302;358;24;78;167;102;31;75;53;28;79;66;385;209;64;47;23;25;22;17;10;7;36;;233;;183;;2137;;94;;81;;372;;36;;393;;121;;;966;
09671;Aschaffenburg;09;134499;133359;91481;83199;438;393;91043;82806;;;9417;15407;9450;9308;12168;7486;37712;32619;1116;1907;4068;3403;1412;1708;4190;3914;1233;1119;1163;2039;490;439;1817;302;326;460;124;184;105;137;391;172;46;148;57;75;80;67;172;115;126;61;23;23;22;26;10;4;78;;254;;366;;3265;;245;;44;;216;;61;;618;;178;;;1683;
09672;Bad Kissingen;09;83041;83393;55713;50100;239;177;55474;49923;;;3970;6868;4315;4218;8193;4524;26144;24213;565;1262;1925;1508;679;769;3600;2722;499;638;652;1006;272;225;727;155;159;250;39;66;54;135;194;110;16;87;26;6;76;60;90;54;86;48;13;8;10;8;3;6;70;;211;;193;;2198;;13;;18;;81;;22;;280;;81;;;977;
09673;Rhön-Grabfeld;09;63646;63683;42980;37849;212;151;42768;37698;;;3051;5651;2847;2999;6175;2850;20924;18684;528;920;1290;1085;622;761;2891;2198;355;357;355;547;239;216;566;121;134;175;50;49;45;80;109;55;15;61;14;9;68;59;91;41;53;29;11;9;7;5;5;3;64;;138;;141;;1600;;8;;18;;72;;32;;181;;69;;;734;
09674;Haßberge;09;68457;68076;46551;41409;135;141;46416;41268;;;2999;5294;3809;4229;7661;3867;21134;18972;492;978;1292;1139;606;691;3222;2457;396;482;816;1226;251;235;571;126;188;215;40;54;45;160;137;75;19;60;9;3;45;51;86;39;53;25;30;12;6;9;3;2;66;;219;;151;;1695;;15;;15;;71;;33;;180;;61;;;867;
09675;Kitzingen;09;70298;69339;47408;42702;160;128;47248;42574;;;4470;6920;4100;4202;5794;3447;20623;17793;524;956;1597;1345;633;675;3970;3599;468;551;703;981;217;210;846;181;185;218;48;75;52;110;153;94;16;73;28;16;72;74;106;62;64;38;12;7;3;6;2;5;46;;187;;155;;1654;;44;;28;;87;;30;;260;;71;;;936;
09676;Miltenberg;09;96662;95625;63813;57058;258;281;63555;56777;;;5414;9494;6103;6387;9025;4661;27413;23471;760;1352;2465;2011;943;1025;4072;3477;742;794;730;1391;341;291;888;189;233;307;93;119;57;95;262;118;30;96;24;91;71;75;90;69;77;59;7;17;4;13;7;6;58;;290;;236;;2228;;291;;24;;94;;40;;336;;107;;;1169;
09677;Main-Spessart;09;100126;99845;69164;63090;276;237;68888;62853;;;6054;10240;6797;6997;8391;4917;31218;27794;692;1249;2344;1679;873;1228;5077;4068;705;972;788;1082;307;271;1021;207;238;335;56;137;54;106;239;124;22;81;31;20;74;44;114;64;71;38;11;15;15;13;7;2;58;;197;;225;;2494;;77;;24;;93;;45;;363;;113;;;1170;
09678;Schweinfurt;09;90165;91257;62905;57003;273;198;62632;56805;;;4975;8583;5478;5417;8705;5026;29143;26229;675;1348;1790;1728;866;986;3881;3111;639;713;693;1094;346;316;883;207;252;259;51;73;47;121;193;122;33;91;37;15;100;77;113;61;74;38;10;4;14;15;13;6;84;;257;;220;;2422;;45;;30;;84;;59;;308;;112;;;1165;
09679;Würzburg;09;128821;127271;94468;86646;397;259;94071;86387;;;11649;17730;9782;9695;9329;5991;40967;35729;1081;1841;3704;3078;1306;1677;4792;3933;953;1079;1433;1791;419;387;2407;412;376;501;106;183;51;138;308;140;45;149;53;33;98;93;222;142;113;60;11;10;19;16;7;3;102;;330;;373;;3006;;60;;56;;177;;69;;556;;111;;;1576;
09761;Augsburg, kreisfreie Stadt;09;190591;190297;112543;105747;330;363;112213;105384;;;19559;27011;11791;10642;13590;9421;33449;32368;3151;4085;4627;3837;3071;3608;3920;3389;1395;1465;2410;3463;362;316;3727;929;664;700;509;504;58;139;364;196;69;132;102;309;213;187;404;262;158;102;41;37;74;48;15;12;112;;577;;385;;5116;;693;;91;;425;;82;;637;;372;;;2222;
09762;Kaufbeuren, kreisfreie Stadt;09;31987;31409;18542;16454;40;52;18502;16402;;;2138;3365;1535;1422;2888;1676;6923;6257;329;553;676;508;348;301;1002;797;223;194;336;466;67;51;310;80;119;134;42;48;7;21;68;31;6;20;13;21;32;29;37;29;19;11;5;4;5;3;3;2;13;;83;;67;;922;;61;;6;;46;;17;;108;;48;;;379;
09763;Kempten (Allgäu), kreisfreie Stadt;09;48780;48801;28137;27480;129;110;28008;27370;;;3892;6009;2450;2326;3922;2545;8980;9027;470;805;1387;1158;734;550;1500;2112;450;317;541;882;95;87;1003;352;115;168;71;71;21;33;116;45;5;48;13;18;51;45;60;38;35;35;5;3;6;14;3;3;22;;205;;118;;1246;;125;;21;;77;;27;;191;;51;;;679;
09764;Memmingen, kreisfreie Stadt;09;29932;29480;17678;16907;60;95;17618;16812;;;1762;2925;1875;1761;2755;1683;6348;6238;267;451;827;620;264;267;856;871;172;156;608;1035;56;56;264;77;69;74;30;20;23;70;47;26;9;26;10;18;44;52;35;23;27;12;2;;1;4;1;;41;;62;;72;;780;;130;;8;;29;;10;;108;;26;;;347;
09771;Aichach-Friedberg;09;103745;101054;71606;63818;172;175;71434;63643;;;6924;10564;4935;4575;9932;6036;30903;28672;633;980;2525;1995;1013;1038;5892;3509;702;726;1540;2555;251;228;1042;275;249;267;63;111;37;92;218;115;23;77;30;28;126;103;169;74;89;49;6;8;5;13;5;2;57;;431;;252;;2596;;77;;32;;103;;47;;391;;136;;;1551;
09772;Augsburg;09;194572;188792;128181;113784;449;345;127732;113439;;;13037;20165;9822;8990;17903;10529;53979;47461;1363;2080;4514;3605;2076;1897;9834;7610;1368;1446;2431;4062;512;519;1701;497;449;596;178;226;95;168;410;247;55;144;52;112;184;152;267;142;143;77;13;19;22;19;12;13;117;;567;;418;;4559;;317;;64;;201;;104;;678;;287;;;2663;
09773;Dillingen a.d.Donau;09;74648;72685;46475;39769;162;109;46313;39660;;;3018;5345;2929;2859;8271;4457;20295;18242;335;602;1477;1215;508;540;4907;3221;371;415;489;811;177;203;398;117;109;173;32;57;58;143;124;69;12;51;12;19;59;61;78;44;42;20;8;2;5;8;3;1;32;;284;;150;;1701;;61;;22;;60;;35;;186;;65;;;985;
09774;Günzburg;09;92558;90250;55610;48920;209;139;55401;48781;;;3837;6919;3654;3485;9814;5322;23617;22044;507;885;1758;1528;795;861;4527;3343;652;638;947;1300;257;207;793;138;230;249;67;65;69;164;186;106;18;67;28;64;84;60;99;61;76;59;4;10;4;5;4;1;53;;236;;229;;2080;;258;;23;;75;;39;;290;;91;;;1200;
09775;Neu-Ulm;09;127640;124023;76679;69347;236;248;76443;69099;;;8015;13381;6777;6630;11318;6965;30299;26523;828;1604;3212;2957;1097;1054;4056;3635;1054;867;1074;1685;320;350;1637;320;426;493;176;151;95;221;241;146;29;82;59;103;180;184;178;101;120;63;16;19;18;28;16;3;50;;233;;340;;3354;;390;;63;;113;;51;;473;;135;;;1534;
09776;Lindau (Bodensee);09;61180;60124;39885;37133;95;120;39790;37013;;;5240;8863;3565;3023;4326;2454;15459;13873;582;1025;1824;1308;737;586;2576;2760;509;418;816;1055;178;144;753;187;149;142;79;113;26;29;128;68;8;23;20;33;92;76;90;50;72;53;2;6;7;4;6;1;36;;253;;144;;1521;;94;;31;;101;;38;;253;;75;;;719;
09777;Ostallgäu;09;110430;106144;75163;65320;239;195;74924;65125;;;7289;11561;4744;4198;9191;4789;32243;29243;710;1282;2517;1817;1231;947;7624;5142;742;633;1574;2251;326;231;1006;253;236;296;80;104;63;68;216;120;29;63;30;16;170;127;144;65;116;62;8;7;2;2;3;3;93;;508;;298;;2818;;110;;34;;128;;58;;447;;136;;;1845;
09778;Unterallgäu;09;115044;108873;73670;64090;333;174;73337;63916;;;5306;9316;4113;3810;12186;6401;30997;28551;641;1100;2492;2026;990;797;7636;5071;713;613;1906;3189;296;260;745;274;224;291;73;94;88;136;202;111;19;79;25;18;169;156;114;52;93;39;7;7;9;13;7;;122;;375;;284;;2768;;65;;22;;113;;67;;365;;105;;;1512;
09779;Donau-Ries;09;102893;100343;67071;59240;240;172;66831;59068;;;4895;8139;4847;4771;8719;4828;31640;29819;543;980;1977;1499;766;789;5867;3613;551;594;1043;1602;285;238;608;149;211;249;58;65;42;108;187;72;13;77;28;20;88;57;116;60;73;25;11;10;12;9;7;6;66;;580;;250;;2736;;72;;31;;93;;48;;278;;90;;;1289;
09780;Oberallgäu;09;122657;119411;83005;76793;297;244;82708;76549;;;9044;14449;5394;4637;9340;5473;35521;31496;783;1251;3320;2291;1256;863;8073;9950;996;782;1397;2003;319;265;1336;339;210;261;97;133;53;77;304;136;26;79;30;26;135;107;116;79;105;71;18;11;4;6;4;;136;;542;;247;;3018;;58;;54;;172;;45;;435;;120;;;1764;
09;Bayern;99;9683191;9547924;6343613;5801454;20214;15920;6323399;5785534;;;748608;1102420;562202;537723;799006;492443;2513300;2355067;86210;137089;248860;197058;100959;113203;432399;308733;65119;66685;121733;181250;22196;20875;154558;41225;25828;32173;12248;17565;4482;8749;18566;10186;2445;7015;2918;4615;8512;7681;15357;9050;7275;4202;1301;1323;1133;1229;598;414;4726;;24857;;22072;;239284;;12896;;3357;;14446;;4055;;31478;;10415;;;127561;
;
10041;Regionalverband Saarbrücken;10;235964;243243;149928;149551;2036;2471;147892;147080;36716;41662;12984;23503;30073;33218;22479;13599;;;3884;9989;7520;5780;3977;4612;2058;1593;3078;2759;1199;1122;1627;1558;3548;905;825;1192;399;462;135;611;1359;554;57;226;87;255;108;61;323;246;264;136;78;69;71;93;29;28;99;;204;;462;;11860;;546;;109;;546;;118;;804;;266;;;2847;
10042;Merzig-Wadern;10;78550;79282;56619;55222;953;1303;55666;53919;18156;19894;2799;6290;10965;12157;8574;4792;;;897;2988;2620;2087;1103;1070;796;534;1073;967;264;254;606;565;958;193;230;348;62;60;53;151;597;227;17;92;26;13;74;50;95;54;108;58;7;10;21;9;10;8;32;;111;;220;;4661;;56;;18;;68;;55;;266;;68;;;1048;
10043;Neunkirchen;10;102513;105049;68314;68364;1212;1516;67102;66848;19433;21543;3280;7217;14911;16980;12008;7115;;;1252;4235;2523;2332;1444;1546;996;491;1277;1396;313;231;797;857;760;221;287;434;59;82;74;234;660;222;21;125;16;17;52;39;113;66;128;70;9;18;25;44;6;3;44;;84;;234;;5540;;90;;29;;103;;76;;369;;89;;;1330;
10044;Saarlouis;10;152052;153711;104685;103631;1721;2441;102964;101190;30777;34002;5771;11971;21214;23988;16273;9825;;;1788;6046;4729;3627;2247;2305;1544;983;2068;2265;665;391;1206;1161;1366;380;483;773;126;119;72;258;1045;427;43;213;44;104;80;36;187;118;230;115;18;42;20;25;14;15;64;;156;;374;;9096;;250;;46;;164;;93;;544;;167;;;2001;
10045;Saarpfalz-Kreis;10;112398;113837;78167;78970;1182;1649;76985;77321;22472;24068;5467;11073;15059;16478;12565;8556;;;1485;4265;4038;3105;1669;1901;1391;1031;1377;1552;442;426;1388;1478;1244;351;324;437;96;152;79;199;696;271;32;138;25;33;90;75;160;80;130;73;10;17;19;18;12;4;43;;135;;302;;5305;;146;;30;;130;;88;;413;;123;;;1540;
10046;St. Wendel;10;71437;72330;53850;53802;913;1396;52937;52406;19849;20728;2757;5704;10877;12362;7046;4170;;;772;2262;2087;1541;1014;1161;1157;751;956;889;231;225;612;653;550;165;197;299;35;56;46;134;452;168;19;83;3;8;41;19;79;49;95;54;8;7;6;12;9;9;28;;81;;202;;3256;;18;;28;;77;;41;;238;;70;;;897;
10;Saarland;99;752914;767452;511563;509540;8017;10776;503546;498764;147403;161897;33058;65758;103099;115183;78945;48057;;;10078;29785;23517;18472;11454;12595;7942;5383;9829;9828;3114;2649;6236;6272;8426;2215;2346;3483;777;931;459;1587;4809;1869;189;877;201;430;445;280;957;613;955;506;130;163;162;201;80;67;310;;771;;1794;;39718;;1106;;260;;1088;;471;;2634;;783;;;9663;
;
11000;Berlin, Stadt;11;2495665;2508435;1553998;1520678;8976;13321;1545022;1507357;271692;229352;302204;419377;204555;211717;179298;149177;;;112818;179943;67094;71576;51781;72846;7896;8109;32023;29702;5823;8893;7341;9743;74262;17980;8060;12422;21634;18675;1139;3183;8205;4902;1032;3709;1956;4303;1207;1462;3679;3410;2220;1939;1432;2439;691;1016;445;431;807;;2892;;5282;;134057;;9081;;2656;;10005;;1063;;8490;;2202;;;41051;
11;Berlin;99;2495665;2508435;1553998;1520678;8976;13321;1545022;1507357;271692;229352;302204;419377;204555;211717;179298;149177;;;112818;179943;67094;71576;51781;72846;7896;8109;32023;29702;5823;8893;7341;9743;74262;17980;8060;12422;21634;18675;1139;3183;8205;4902;1032;3709;1956;4303;1207;1462;3679;3410;2220;1939;1432;2439;691;1016;445;431;807;;2892;;5282;;134057;;9081;;2656;;10005;;1063;;8490;;2202;;;41051;
;
12051;Brandenburg an der Havel, Stadt;12;58977;58801;34713;28624;482;440;34231;28184;6193;5517;2075;3886;5086;5007;8455;4909;;;1490;3278;937;1031;865;745;1052;907;606;540;123;114;360;427;754;144;137;161;67;74;58;125;222;127;24;126;28;14;33;28;68;55;72;45;33;64;12;22;5;8;54;;54;;172;;4688;;21;;37;;139;;27;;217;;67;;;830;
